リアルタイムダム諸量一覧表
水系名,吉野川
河川名,吉野川
観測所名,早明浦ダム（機構）
観測所記号,1368080700010
#
#年月日,時刻,流域平均雨量,流域平均雨量属性,貯水量,貯水量属性,流入量,流入量属性,放流量,放流量属性,貯水率,貯水率属性
#属性　$:欠測 -:未受信
#
2026/06/08,11:10,0.0, ,201410, ,85.60, ,81.14, ,0.0,-
2026/06/08,11:20,0.0, ,201470, ,83.94, ,81.27, ,0.0,-
2026/06/08,11:30,0.0, ,201470, ,88.72, ,81.17, ,0.0,-
2026/06/08,11:40,0.0, ,201470, ,91.46, ,81.07, ,0.0,-
2026/06/08,11:50,0.0, ,201470, ,91.30, ,81.07, ,0.0,-
2026/06/08,12:00,0.0, ,201470, ,88.25, ,81.07, ,100.0, 
2026/06/08,12:10,0.0, ,201470, ,89.91, ,80.97, ,0.0,-
2026/06/08,12:20,0.0, ,201470, ,90.47, ,81.07, ,0.0,-
2026/06/08,12:30,0.0, ,201470, ,87.63, ,81.17, ,0.0,-
2026/06/08,12:40,0.0, ,201470, ,85.07, ,81.27, ,0.0,-
2026/06/08,12:50,0.0, ,201470, ,84.78, ,81.37, ,0.0,-
2026/06/08,13:00,0.0, ,201470, ,84.79, ,81.67, ,100.0, 
2026/06/08,13:10,0.0, ,201470, ,82.83, ,81.17, ,0.0,-
2026/06/08,13:20,0.0, ,201470, ,81.72, ,81.17, ,0.0,-
2026/06/08,13:30,0.0, ,201470, ,81.76, ,81.07, ,0.0,-
2026/06/08,13:40,0.0, ,201470, ,81.79, ,81.27, ,0.0,-
2026/06/08,13:50,0.1, ,201470, ,81.24, ,80.97, ,0.0,-
2026/06/08,14:00,0.1, ,201470, ,81.25, ,81.37, ,100.0, 
2026/06/08,14:10,0.0, ,201470, ,81.24, ,75.24, ,0.0,-
2026/06/08,14:20,0.0, ,201470, ,81.12, ,75.24, ,0.0,-
2026/06/08,14:30,0.3, ,201470, ,80.83, ,75.04, ,0.0,-
2026/06/08,14:40,0.0, ,201470, ,80.36, ,74.94, ,0.0,-
2026/06/08,14:50,0.0, ,201470, ,79.73, ,75.04, ,0.0,-
2026/06/08,15:00,0.2, ,201470, ,78.94, ,75.14, ,100.0, 
2026/06/08,15:10,0.1, ,201470, ,77.98, ,75.04, ,0.0,-
2026/06/08,15:20,0.0, ,201470, ,77.08, ,75.24, ,0.0,-
2026/06/08,15:30,0.3, ,201470, ,76.34, ,75.04, ,0.0,-
2026/06/08,15:40,0.1, ,201470, ,75.75, ,69.30, ,0.0,-
2026/06/08,15:50,0.5, ,201470, ,75.17, ,69.20, ,0.0,-
2026/06/08,16:00,0.0, ,201470, ,74.60, ,69.20, ,100.0, 
2026/06/08,16:10,0.1, ,201470, ,74.03, ,69.20, ,0.0,-
2026/06/08,16:20,0.3, ,201470, ,73.35, ,69.20, ,0.0,-
2026/06/08,16:30,0.2, ,201470, ,72.50, ,69.20, ,0.0,-
2026/06/08,16:40,0.5, ,201470, ,71.56, ,69.20, ,0.0,-
2026/06/08,16:50,0.2, ,201470, ,70.76, ,69.20, ,0.0,-
2026/06/08,17:00,0.3, ,201470, ,70.06, ,63.12, ,100.0, 
2026/06/08,17:10,0.2, ,201530, ,71.34, ,63.12, ,0.0,-
2026/06/08,17:20,0.5, ,201530, ,73.46, ,63.12, ,0.0,-
2026/06/08,17:30,0.7, ,201530, ,75.59, ,63.22, ,0.0,-
2026/06/08,17:40,1.0, ,201530, ,77.67, ,63.12, ,0.0,-
2026/06/08,17:50,1.8, ,201530, ,79.61, ,63.12, ,0.0,-
2026/06/08,18:00,1.6, ,201590, ,82.06, ,63.14, ,100.0, 
2026/06/08,18:10,1.2, ,201590, ,82.98, ,63.24, ,0.0,-
2026/06/08,18:20,1.1, ,201650, ,83.50, ,63.24, ,0.0,-
2026/06/08,18:30,0.6, ,201650, ,86.11, ,80.56, ,0.0,-
2026/06/08,18:40,0.3, ,201650, ,89.42, ,84.48, ,0.0,-
2026/06/08,18:50,0.5, ,201590, ,93.23, ,87.02, ,0.0,-
2026/06/08,19:00,0.5, ,201650, ,96.73, ,92.36, ,100.0, 
2026/06/08,19:10,0.3, ,201590, ,97.96, ,94.98, ,0.0,-
2026/06/08,19:20,0.0, ,201590, ,96.70, ,96.20, ,0.0,-
2026/06/08,19:30,0.6, ,201590, ,93.08, ,90.34, ,0.0,-
2026/06/08,19:40,0.4, ,201650, ,89.48, ,86.48, ,0.0,-
2026/06/08,19:50,0.1, ,201590, ,85.86, ,83.02, ,0.0,-
2026/06/08,20:00,0.6, ,201590, ,81.93, ,77.09, ,100.0, 
2026/06/08,20:10,0.3, ,201650, ,81.29, ,77.21, ,0.0,-
2026/06/08,20:20,0.6, ,201650, ,85.20, ,81.23, ,0.0,-
2026/06/08,20:30,0.0, ,201650, ,88.61, ,84.48, ,0.0,-
2026/06/08,20:40,0.1, ,201710, ,91.60, ,86.51, ,0.0,-
2026/06/08,20:50,0.0, ,201710, ,95.73, ,91.74, ,0.0,-
2026/06/08,21:00,0.5, ,201650, ,100.59, ,96.24, ,100.0, 
2026/06/08,21:10,0.2, ,201650, ,101.33, ,100.96, ,0.0,-
2026/06/08,21:20,0.4, ,201710, ,101.46, ,100.90, ,0.0,-
2026/06/08,21:30,0.0, ,201710, ,103.89, ,100.90, ,0.0,-
2026/06/08,21:40,0.1, ,201710, ,106.06, ,101.00, ,0.0,-
2026/06/08,21:50,0.1, ,201710, ,103.50, ,101.00, ,0.0,-
2026/06/08,22:00,0.6, ,201710, ,102.57, ,96.94, ,100.0, 
2026/06/08,22:10,0.5, ,201710, ,106.83, ,104.30, ,0.0,-
2026/06/08,22:20,0.1, ,201710, ,107.50, ,106.18, ,0.0,-
2026/06/08,22:30,0.3, ,201710, ,106.13, ,105.42, ,0.0,-
2026/06/08,22:40,0.0, ,201710, ,105.03, ,102.22, ,0.0,-
2026/06/08,22:50,0.2, ,201710, ,109.76, ,109.36, ,0.0,-
2026/06/08,23:00,0.1, ,201710, ,109.95, ,108.04, ,100.0, 
2026/06/08,23:10,0.0, ,201710, ,108.08, ,104.00, ,0.0,-
2026/06/08,23:20,0.1, ,201710, ,108.26, ,104.76, ,0.0,-
2026/06/08,23:30,0.1, ,201710, ,109.33, ,107.19, ,0.0,-
2026/06/08,23:40,0.0, ,201710, ,110.60, ,109.15, ,0.0,-
2026/06/08,23:50,0.0, ,201710, ,109.40, ,107.19, ,0.0,-
2026/06/08,24:00,0.3, ,201710, ,111.08, ,109.61, ,100.0, 
